__time,/joy/axes[0],/joy/axes[1],/joy/axes[2],/joy/axes[3],/joy/axes[4],/joy/axes[5],/joy/axes[6],/joy/axes[7],/joy/buttons[0],/joy/buttons[10],/joy/buttons[11],/joy/buttons[1],/joy/buttons[2],/joy/buttons[3],/joy/buttons[4],/joy/buttons[5],/joy/buttons[6],/joy/buttons[7],/joy/buttons[8],/joy/buttons[9],/joy/header/stamp/nanosec,/joy/header/stamp/sec,/pose/header/header/stamp,/pose/pose/orientation/pitch,/pose/pose/orientation/roll,/pose/pose/orientation/w,/pose/pose/orientation/x,/pose/pose/orientation/y,/pose/pose/orientation/yaw,/pose/pose/orientation/z,/pose/pose/position/x,/pose/pose/position/y,/pose/pose/position/z,/sensor/attitude_twist/angular/x,/sensor/attitude_twist/angular/y,/sensor/attitude_twist/angular/z,/sensor/attitude_twist/linear/x,/sensor/attitude_twist/linear/y,/sensor/attitude_twist/linear/z,/sensor/pressure/data,/usbl_data/azimuth,/usbl_data/beacon_id,/usbl_data/depth,/usbl_data/elevation,/usbl_data/header/stamp/nanosec,/usbl_data/header/stamp/sec,/usbl_data/pitch,/usbl_data/position/x,/usbl_data/position/y,/usbl_data/position/z,/usbl_data/range,/usbl_data/roll,/usbl_data/yaw
1739444405.443370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.000000000,,,,,,,,,,,,,
1739444405.443469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.000000000,,,,,,,,,,,,,
1739444405.492004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003723190,0.001269387,2.239645481,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444405.492908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003723190,0.001269387,2.239645481,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444405.492955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003723190,0.001269387,2.239645481,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444405.495570,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,495569736.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.546270,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,546270284.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.597426,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,597426286.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.648138,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,648138304.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.698207,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,698206997.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.748286,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,748285470.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.799916,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,799915954.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.900419,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,900419250.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.942825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.699951172,,,,,,,,,,,,,
1739444405.943585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.699951172,,,,,,,,,,,,,
1739444405.943886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.699951172,,,,,,,,,,,,,
1739444405.951058,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,951057888.000000000,1739444405.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444405.992952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002423267,-0.000612927,2.239248037,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444405.993875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002423267,-0.000612927,2.239248037,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444405.993911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002423267,-0.000612927,2.239248037,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.001393,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1392749.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.052176,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,52175414.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.102549,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,102548815.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.152743,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,152742537.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.168183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.500000000,15.000000000,2.000000000,40.799999237,168183338.000000000,1739444406.000000000,4.699999809,-0.442378164,0.381850553,2.043886757,2.700000048,-5.500000000,176.500000000
1739444406.169063,,,,,,,,,,,,,,,,,,,,,,,1739444406.169062614,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.755746284,-2.051183864,2.706999512,,,,,,,,,,,,,,,,,,,,
1739444406.253200,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,253200077.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.303484,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,303484463.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.353793,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,353793040.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.405502,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,405502047.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.442729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.299926758,,,,,,,,,,,,,
1739444406.442830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.299926758,,,,,,,,,,,,,
1739444406.442847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.299926758,,,,,,,,,,,,,
1739444406.456190,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,456190428.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.492291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001725449,-0.000787194,2.236719131,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.492607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001725449,-0.000787194,2.236719131,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.492653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001725449,-0.000787194,2.236719131,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.507474,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,507474262.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.557693,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,557693047.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.607839,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,607838544.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.708262,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,708262132.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.760388,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,760387866.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.811172,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,811171948.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.910910,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,910910483.000000000,1739444406.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444406.942919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.500000000,,,,,,,,,,,,,
1739444406.943585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.500000000,,,,,,,,,,,,,
1739444406.943735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.500000000,,,,,,,,,,,,,
1739444406.991929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001290234,-0.000396395,2.243944645,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.992523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001290234,-0.000396395,2.243944645,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444406.993048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001290234,-0.000396395,2.243944645,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444407.010857,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,10857077.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.060937,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,60937192.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.161537,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,161537268.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.211622,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,211622072.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.262487,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,262486872.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.362466,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,362465997.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.413393,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,413393404.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.441931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.299926758,,,,,,,,,,,,,
1739444407.442613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.299926758,,,,,,,,,,,,,
1739444407.442666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.299926758,,,,,,,,,,,,,
1739444407.464108,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,464108581.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.493228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001981545,-0.000129100,2.236023664,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444407.493643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001981545,-0.000129100,2.236023664,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444407.493690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001981545,-0.000129100,2.236023664,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,
1739444407.515994,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,515994299.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.566310,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,566310365.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.617235,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,617235255.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.667645,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,667644639.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.718215,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,718215247.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.769837,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,769837191.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.835431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.199996948,15.000000000,2.200000048,40.799999237,835431441.000000000,1739444407.000000000,4.300000191,-0.447920867,0.386634886,2.119586193,2.799999952,-6.000000000,177.500000000
1739444407.836600,,,,,,,,,,,,,,,,,,,,,,,1739444407.836600065,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.368073128,-1.494064722,2.772999268,,,,,,,,,,,,,,,,,,,,
1739444407.869838,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,869837951.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.920181,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,920181213.000000000,1739444407.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739444407.942739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.699951172,,,,,,,,,,,,,
1739444407.942791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.699951172,,,,,,,,,,,,,
